area,price
3400,460000
2660,410000
3480,665000
4840,600000
3090,502000
4620,364950
3850,680000
4010,235500
5180,576000
2550,405000
4390,335000
1460,122000
2540,432000
4660,375000
4920,276000
3760,450000
1980,210000
2900,279000
2680,635000
5460,350000
2280,218000
3600,750000
3150,310597
1600,355000
6780,735000
1440,155000
1880,354000
3170,415000
1180,202000
3450,580000
5250,1500000
7000,790000
4200,499900
4440,525000
5620,810000
3620,425000
2700,241250
4370,318700
4600,720000
2560,291000
2120,420000
2000,210000
6840,645000
5510,762000
4580,247500
3340,282500
2920,395000
2800,295000
1640,235000
3350,770000
3740,559950
2760,639000
2730,314950
3280,525000
6000,2400000
3550,820000
4280,1390000
2580,521450
6380,760750
3080,759600
3620,346150
1960,390000
4900,359950
2270,430000
9220,960000
12560,800000
5720,1010000
3620,290000
4480,1350000
6050,777000
2900,526000
2650,550000
3020,276000
9760,2500000
3120,325000
3560,365000
8680,2150000
4840,825050
4040,690000
2280,390000
2640,385000
4080,619000
2960,494000
3820,412450
2920,580000
2840,269900
3580,704300
2780,267000
3160,310000
3140,227064
4530,925000
3340,245000
2080,339888
3120,439000
2940,400000
4140,560000
2500,703011
1890,363000
5280,650000
2060,299950
2240,228950
2610,465000
4180,725000
1840,212500
5940,526000
3440,383000
2920,244000
3030,565000
5700,373000
2620,300000
4860,405000
3400,979000
4320,324888
1720,445000
3570,761000
2780,435000
2750,252000
3320,350000
2440,875000
2440,940000
3560,280000
4360,450000
7040,905000
4440,382450
3220,246700
2140,220000
1970,555750
2320,262500
1820,515000
5940,499500
1580,135000
3080,462500
5660,937500
2750,458000
5260,845000
5350,660000
2680,265000
6280,599999
3600,280000
5980,1060000
5650,875000
1840,125000
6560,634800
2880,269950
3040,359950
3180,417000
2680,389000
7540,1040000
4020,698000
5640,685000
3040,198500
5120,350000
5470,649950
3080,441000
2860,462600
5012,365070
3450,550000
4110,470000
3080,340000
6230,910000
2880,405000
3410,661000
4820,635000
2100,282000
3440,235000
2520,277500
3450,346500
3730,480000
3860,360000
3240,245000
2800,625000
3620,750500
2780,525000
6710,740000
2480,523000
2180,292000
4560,625000
6220,700000
2890,399950
3530,545000
2610,339999
5450,1210000
3980,545000
3920,260000
2640,526000
5820,701000
2710,290000
1160,330600
3810,550500
1900,430000
12840,4000000
1620,260600
6800,825000
3120,378950
5300,435000
2920,631000
4960,415000
2310,222000
2780,245000
5760,720000
2120,215000
1900,579100
2510,522500
2420,489000
2460,240000
3020,420250
5300,523000
3690,628000
3840,320000
3960,359950
2400,232000
3230,810000
3900,245000
3400,273000
4430,1190000
3400,438000
4220,400000
2500,340000
2760,552000
4100,790000
3600,360000
2620,235000
2020,775000
3700,489200
3500,341000
4308,335000
2240,393500
2940,360000
1940,400800
2640,585000
6160,1600000
10150,2880000
2440,300000
4760,1050000
2380,360000
5090,665900
4590,470000
3160,581000
4500,527000
2610,423000
4890,875000
2040,410000
4400,606000
6480,654000
980,150000
4540,373000
3690,550000
3800,512500
5280,360000
2680,369000
6440,825000
1860,255000
5500,1290000
5260,270000
3460,480680
3340,525000
1760,291500
3600,305000
3200,285000
6560,1880000
5080,329500
5780,1570000
3060,379260
3180,356000
3420,571900
3990,271500
2600,390000
4760,550000
2720,755000
2890,509500
2280,486700
2340,527500
3520,475000
3690,268000
6500,562000
3580,780000
6510,700000
2920,710000
1960,445000
4500,729000
3378,384400
4290,815000
5420,865000
3540,514000
4680,615000
5400,865000
6220,755000
2560,425000
1880,375000
5360,750000
6380,722000
3840,1010000
5220,725000
2080,170000
5150,845000
2900,271900
6684,1300000
3960,261500
4340,619500
3420,435000
2000,210000
2370,489950
3230,260000
2740,300000
3480,530000
2740,235000
2740,593500
5620,562000
6380,585000
7440,2400000
3380,199500
3380,544500
2860,394900
3960,912000
2980,260000
5520,858000
4590,1280000
2980,242150
2460,220000
3240,235000
3060,370000
3680,450000
3520,534950
6940,730000
4600,465000
2200,178000
2690,215000
3120,300000
2740,430000
2560,183000
3440,585000
2340,192950
3100,599000
2120,326500
2080,358803
3100,537000
4070,1160000
1840,156000
2500,219000
4170,1190000
3570,248000
2680,340000
3810,899100
3660,346950
3590,330000
2820,325000
2920,315000
2700,649950
2260,316000
3240,386000
3780,535000
3040,600000
5680,339000
3040,167000
3480,430000
8000,688000
4450,834500
5640,1080000
2120,250000
2580,402500
3990,432500
3840,485000
4510,560000
4400,410000
3340,455000
3250,459500
3220,371000
4240,289500
2610,395000
3070,496752
1720,227000
2920,330000
3930,480000
2240,290000
2680,281000
3560,705000
4830,1400000
4230,485000
3100,622000
3200,380000
6380,2130000
2940,561500
1940,242000
2720,348500
2720,370000
7620,752000
2440,230000
3980,715000
2240,240415
3520,562000
2340,360000
2690,659950
3320,458500
1790,259950
3360,366000
5780,978000
2420,525000
3320,926300
3240,750000
1920,660000
2000,305000
4790,800000
4850,600000
2240,435000
5150,1140000
2500,318000
2920,639000
3500,453000
4300,800000
2410,437000
6460,1150000
6000,490000
3040,499950
2380,160134
1980,191000
2500,221000
3410,352800
3280,350000
2900,458000
2580,359950
6500,1050000
2520,353000
5680,717550
3920,450000
1520,167500
4480,550000
4480,939000
3640,700000
6740,480000
2320,501000
2960,580000
1640,527550
5600,399000
2860,240000
3610,353000
2220,335000
3870,475000
4960,660000
1880,551000
3240,249950
8800,1150000
2940,575000
5240,1090000
5780,515000
3960,235000
3960,796000
2270,450000
6460,2050000
3620,270000
4980,1710000
3220,565000
2910,680000
15400,5570000
7040,864500
5610,1150000
4300,335000
7052,911000
1900,425000
2820,299950
6380,864000
2540,425000
3940,374950
2820,247000
3200,475000
6040,275000
2700,355000
2940,285000
4670,1340000
1720,325000
8640,1670000
4050,402000
5870,1100000
3440,375000
4260,396000
3920,320000
5260,610000
2180,249950
6180,675000
2530,448000
2600,819000
6200,1250000
3400,225000
5120,790000
5170,685000
6480,812000
4600,705000
4966,360000
1520,344000
4080,825000
2150,476500
1920,379500
4820,620000
4020,477590
2920,490000
2640,470000
2500,500000
2640,370000
2910,790000
5300,725000
5140,840000
2480,390000
3720,507000
2310,263500
2590,369000
6080,500000
1820,570000
3530,284000
1960,415000
1960,197500
7840,925000
2390,468000
2680,355000
2760,639000
5640,720000
2700,381000
8760,1050000
5960,670000
3380,400000
8080,910000
2500,294000
3000,315001
3260,360000
2820,520000
1910,474000
6560,702000
6980,728000
4040,308000
9160,2000000
4540,340000
2620,306500
2840,716000
5620,950000
8360,673200
3300,564500
3580,393000
2800,425000
2640,150000
2820,327000
6240,444900
4200,305000
2740,469000
3040,525000
4040,330000
2520,618000
4520,295500
4128,567035
4410,518000
2040,303000
4400,300000
2840,413107
2700,400000
2580,535000
2520,555000
4560,312000
3380,785200
3060,749000
2500,285000
4880,425000
3190,360000
2400,260000
2700,369000
3800,275000
2860,407000
2220,575000
3340,1240000
4420,875000
3490,320000
3040,810000
2680,274000
2600,239900
2940,450000
2320,263400
2720,265000
3820,418000
4720,390000
2790,430000
5260,1440000
2560,297000
3930,650000
1440,195000
6080,554000
7300,550000
3280,700000
3460,300000
2060,315000
3190,603000
1680,530000
2600,397500
2480,221000
3390,466000
2660,197500
2530,280000
2100,412000
1760,454000
3990,540000
4030,250000
5020,900000
3240,245000
3410,290000
1860,160000
4360,1260000
2000,325000
1340,185000
2700,477000
1860,100000
3790,345000
4360,530000
2300,203000
4960,599000
2620,370000
2280,140000
2300,500000
2190,527200
4660,549900
7040,760000
1920,319000
4860,362300
3370,421000
2180,690000
4440,640000
2560,238000
7480,789000
8910,1050000
3380,302500
2800,259950
2880,456000
2720,369950
3452,363750
4440,585000
3700,268000
5020,1200000
2040,345000
4680,539000
6310,851000
3700,900000
5660,850000
2520,390000
2460,345000
3400,534500
6000,643500
5280,1210000
2010,495000
1810,535000
4380,435000
4440,305000
5180,799000
5160,700000
2310,467000
2500,263000
7680,760000
4038,293000
2980,245000
3120,181000
2060,240000
4010,880000
2920,285000
1540,407500
3920,325000
3290,405000
3200,291700
4980,370000
2860,270000
4060,800000
2520,626500
7880,1130000
6400,399950
3710,419000
8480,1160000
6820,1410000
4180,710000
2640,650000
5640,369900
5540,641000
2800,403000
6350,1020000
4030,865000
5700,2490000
4000,810000
2512,316750
4440,652500
4700,360000
1400,208000
7400,898000
2450,295000
6260,652500
4340,560000
2040,280000
3520,289950
3720,397500
2280,380000
2980,415900
3220,475000
1000,125000
2490,238000
2440,296000
6940,475000
3300,390000
2210,425000
4920,725000
3610,605000
3200,302000
4030,886000
2610,540000
3820,435000
5440,409000
2500,405000
3980,560200
3280,324000
4980,390000
1600,414000
4720,441500
3540,375000
5420,668500
3880,540000
5880,1040000
5960,1350000
4190,758000
4580,949880
2060,570000
4580,736000
2980,670000
3640,1130000
3860,650000
2450,690000
4480,610000
1540,413500
4600,765000
6800,828200
1800,205000
2480,465000
4480,556000
3560,540000
4640,423000
3180,375000
1980,173250
3960,599900
4520,646000
9250,1080000
3200,558000
1700,354000
7410,1200000
3900,670000
6200,1130000
3494,267500
4820,299800
3320,430000
3390,775000
1780,333000
2120,336000
1760,323000
5100,575000
3100,328000
2880,572500
2690,600000
4860,412000
3120,827500
5780,300000
2560,415000
5540,750000
3920,800000
2120,420000
2240,266000
5360,499000
3540,440000
5260,495000
2100,630000
2860,424000
5460,760000
5380,650000
3440,248500
2540,379600
5220,538000
4100,530000
4100,545000
7160,925000
3920,565000
1680,405100
2600,502000
2520,425000
3300,233500
3420,287000
2360,190000
5560,666000
1900,330000
6410,1490000
4280,393000
2930,353000
1500,260000
3960,680000
4760,921000
1500,319000
2080,280000
2100,220000
2800,219000
3590,528000
3290,405000
2840,372977
4640,934550
4610,1470000
4410,975000
6360,800866
6940,950000
3080,624000
5600,1850000
2100,310000
2960,315000
2020,675000
3320,490000
4140,600000
2080,154000
4440,480000
2540,196900
5920,735000
2660,205500
2420,357186
4240,275000
4180,248500
5360,350000
3010,390000
3200,390000
7480,660000
2280,310000
4960,717000
3990,260000
3780,745000
3640,470000
5060,429000
2800,220000
3460,497000
3280,716100
3920,371000
4500,379000
2640,937500
3520,720000
3550,616000
2780,259000
2500,538000
6460,605000
2220,369950
3340,310000
3080,227500
3760,274000
2820,410000
2740,354800
3210,650000
3356,353000
1920,224975
4160,600000
3130,437500
5080,567000
3580,225000
1880,255000
12920,2480000
1800,370000
3040,675000
2480,285000
3490,310000
3380,475000
6640,410000
3280,895000
2030,375000
3660,349000
3480,650500
2820,760000
3230,480000
6440,689000
2940,415000
2140,195000
4230,318000
6090,404000
1600,339950
2520,215000
4840,339900
1620,285000
2710,550000
2700,430000
1940,219000
2860,555000
2700,233000
3110,248000
4130,454000
3400,950000
4160,359000
4950,407500
2600,224000
2080,210000
3640,261000
3666,719000
4320,440000
3610,525000
2740,375000
2828,428000
8230,988830
3100,199950
3850,840000
2320,285000
7194,330000
2460,147500
4380,320000
2080,382500
7730,2050000
3990,596000
3900,220000
3760,325000
5700,679950
2320,175000
2740,268000
6520,715000
6340,600000
780,228000
6900,950000
2980,475000
2920,700000
2600,275000
2600,369500
2580,215000
4260,593450
2700,498800
4220,849000
3880,1150000
5780,825000
3020,265000
3180,285000
2780,240000
2780,261000
4050,330000
3390,250000
5600,350000
7560,930000
2910,275000
3690,325000
1400,255000
3400,562200
5810,952000
3770,365000
2380,332900
4080,721000
4800,487275
3340,310000
1980,245000
5840,325000
3680,550000
1820,350000
5900,599000
2480,259950
3960,240000
2400,186000
2560,395000
6300,475000
7000,815000
3360,572000
2720,419500
3640,298700
3193,549000
3020,278000
3850,455000
6280,925000
2240,465000
4970,620000
4000,499900
3810,620000
2200,450000
4930,690000
6240,1900000
6240,1940000
3740,832500
2020,245000
5960,820000
4840,369000
7660,1050000
6080,653000
2920,220650
3140,300000
7560,970000
3900,360000
4900,672500
3460,268000
3380,440000
5100,1400000
4580,590000
4560,359000
3060,266500
5860,635000
6220,559000
6960,895000
2220,625000
4320,650000
3560,312500
1690,225000
3310,425000
5180,329999
4680,572000
6220,386500
1960,452000
2960,278000
3600,474900
3630,450000
2370,611000
2300,214100
3680,317000
5240,1000000
3020,1000000
6140,525000
3600,436000
3080,450000
4300,588500
2800,340000
4822,482000
11660,1580000
6760,749000
2880,330000
3480,568000
2940,239000
5620,528000
3440,385000
6680,825000
5580,815000
5202,625000
3410,690000
2930,210000
3180,599000
3170,860000
2840,147200
2200,476900
4090,450000
5280,570000
2880,567500
5160,790000
3640,875000
3860,490000
3840,335000
3340,550000
2120,385000
2830,395000
2060,650000
5800,637000
5130,692500
3420,322400
3160,233500
2220,400000
3620,547000
4040,519000
5360,1030000
2180,365000
5940,699000
3940,525000
5670,430000
3200,325000
1340,279000
4020,805000
3690,419950
1240,425000
3460,446000
3540,455000
1980,226550
2840,764000
4340,439950
3760,453000
2600,219950
4290,702500
3560,285000
4320,798750
1900,320000
3360,425000
4580,540000
8280,1060000
7840,1170000
3000,576000
2860,525000
5282,324950
8860,600000
3980,464000
3990,266000
6020,775000
2540,415000
6160,550000
3340,235000
2940,280000
2990,459000
2140,195000
2740,235000
4820,711800
2080,440000
1940,515000
5820,1200000
4680,560000
3210,340000
2080,600000
5580,764000
3180,337000
8550,1390000
2260,249000
5560,350000
2660,269950
3760,735000
5140,1300000
4220,475000
4700,339000
4930,600000
3540,397500
11980,1530000
3520,460000
3320,370000
3100,250000
10140,1100000
2080,430000
4220,1090000
3700,670000
3880,461550
3400,479990
5036,643000
4850,607000
5200,625000
3220,731100
5840,859000
4260,435000
3710,465000
2460,740000
4040,740000
2420,250000
4090,656000
3820,300000
3560,643000
5380,311000
2660,360000
4760,475000
3520,469950
3140,240000
1770,232000
3360,350000
2880,803000
3560,355000
2630,475000
5120,823000
2020,395000
4460,499000
2000,420000
7820,961500
4520,833000
4220,479000
6680,1150000
2800,267000
3520,555000
4020,490000
3850,619000
4110,569950
2680,549000
3120,422500
5490,400000
7420,692500
4860,310000
4060,499900
4200,492000
3760,460000
3260,800000
3280,832600
3980,470000
3860,542000
8350,1310000
3950,308130
2100,310000
3000,235000
2300,215000
3290,210000
7320,730000
2860,245000
3570,540000
4800,299000
5080,510000
3130,198000
6800,950000
4400,300000
3340,528000
6880,507000
7330,770000
2680,255000
2200,220000
5740,690700
2640,447000
3420,755000
3950,700000
2910,250000
4260,320000
4480,565000
3480,754300
3560,650000
6280,529888
3840,432000
2100,235000
7390,994900
6620,489000
6020,800000
2270,370000
3320,436000
4500,395000
3440,377691
4440,370000
2880,515000
1820,169000
2540,475000
4960,420000
5140,1300000
4250,822000
5240,1500000
2750,485000
3100,270000
3980,300000
7620,878000
4580,590000
2440,611900
2200,240000
5620,395000
1780,169000
2560,200500
4640,308000
3440,290256
2570,279950
3160,195000
2720,630000
5360,1160000
3280,478000
4220,835000
2800,639000
4600,623000
3160,220000
3250,526000
1800,243500
5870,750000
3700,329000
3140,525000
1340,190000
5320,772650
4220,355000
3540,650000
2420,678500
5340,669950
6000,850000
4400,572000
2740,492450
4160,813000
3560,710000
3290,792500
3380,285900
3330,389000
3560,675000
1520,352000
8040,1050000
5440,768500
3560,500000
2920,685000
3450,648475
5700,655000
4370,895000
2270,195000
5440,368000
6860,997000
3330,335000
2340,250000
2780,278500
3080,260000
1520,162500
2560,239000
5980,600000
3540,350000
7660,852500
5740,485000
3040,299000
1320,227450
3000,383000
5940,835000
4970,760000
1640,532500
5560,635000
2260,438500
2920,545500
3320,675000
1940,450000
1920,199999
3260,375000
4520,600000
3040,292600
4700,1040000
2000,610000
5300,397450
3020,382000
3040,370000
3040,520000
1540,260000
6740,890000
3570,344000
2100,205000
5606,379000
4160,424240
4160,589950
3310,582000
5100,349000
2580,658000
2850,294000
4580,690000
2080,600000
1680,199990
3300,220000
3540,440000
3080,439990
7760,815000
3720,535000
2560,215000
5300,605000
4400,349900
2640,495000
4148,515100
4900,620000
5040,657500
3380,250000
3380,385000
4640,307000
2460,288000
3460,226450
2750,390000
2600,350000
2620,368000
1850,469000
5340,865000
7620,515000
2880,410000
2400,210000
2340,460000
4330,241500
4020,322200
2420,279000
2200,303000
1850,420000
3500,249000
2480,294950
6020,1320000
2540,335000
5000,1160000
2500,520000
3480,560000
3460,243400
2480,405000
3340,495000
4280,350000
4050,368500
1920,99000
8260,1070000
3420,430000
2980,412500
9500,1120000
6800,915000
4420,535000
2780,390000
2040,499000
3220,375000
3600,349000
3180,635000
5640,682000
4740,321027
1440,150000
2750,410000
3120,449950
2620,194990
3120,475000
3140,530000
4076,319950
2940,210000
3340,485000
5660,774000
2900,478000
3240,385000
4720,595000
2650,285000
5400,723000
3020,279000
2860,195000
3330,625000
3600,270000
3860,559000
3290,474000
3840,303500
2940,350000
4660,367500
4660,595000
4720,589000
3580,585000
3500,482975
4060,365500
3580,570000
4520,335000
3800,767500
2840,386591
2640,279000
5380,620000
4520,407000
4560,364250
5410,399000
6060,766950
5880,710000
2380,320000
3600,300000
2760,263000
3460,445000
3820,554000
1940,335000
3780,307000
2390,404000
6160,775000
2120,220000
4320,518000
8120,1600000
3040,315000
4500,572650
2470,350000
1840,285000
2740,231000
1840,179000
2720,244000
3260,185850
6820,610000
6020,419000
3740,779000
5160,695000
4080,319900
3240,329000
4240,475226
4340,638000
2230,440000
2380,214000
5790,600000
4430,935000
3600,630000
4240,575000
3400,345000
2620,323000
5340,425000
2920,411000
3060,299800
5700,823000
2020,200000
4080,760000
3640,359950
3560,375000
3300,295000
3820,250000
2900,497000
4560,520000
4820,365000
3710,459900
2030,158000
3270,294700
5560,439950
3840,899000
3720,535000
8120,530000
2940,215000
2540,290000
6440,798000
6540,785000
3890,433000
2160,425000
3780,654000
2560,215000
1680,232000
3360,675000
3880,665000
6060,835000
5760,525000
4920,780000
6180,844000
5440,680000
2620,290000
3150,560000
5660,605500
6300,762500
6840,1740000
4260,665000
4120,540000
3260,375000
1980,342000
1340,340000
6470,1250000
6320,693000
3540,638500
4480,805000
1980,250000
3160,325000
3120,270000
4400,880000
3560,300000
2400,290000
7910,2850000
2720,259950
9780,1780000
3160,299950
3430,483000
4120,890000
3380,719000
5290,785000
4660,660000
2900,264000
3780,575000
7640,1220000
5540,475000
6040,845800
2340,352500
2540,347000
3900,560000
3560,323000
4440,595000
3230,257500
2200,450000
2040,410000
3300,810000
3780,372500
2100,325000
2520,280000
2560,258000
2720,329950
4480,836000
4520,365000
2120,111300
7440,864000
3220,725000
6020,550000
1580,130000
2650,765000
2840,255000
3620,439500
2500,268000
3400,985000
5320,751305
2700,280000
2920,304000
3940,200000
3540,325000
4010,736000
5400,426500
2640,640000
3860,230000
3360,366350
2300,365000
4480,482000
3960,345000
3660,682000
1960,657500
7100,895000
2580,425000
4530,532500
4658,540000
3580,578000
4670,1090000
2320,322500
2000,140000
4360,485000
3190,575000
5780,421000
3070,355000
4400,515000
2600,309000
5940,815000
2320,285000
4200,700000
2980,289000
6560,458000
2900,230000
3350,432500
2700,288000
2520,354000
2340,119500
5370,805000
2840,435000
3800,260000
2700,377000
4000,602000
2620,530000
2310,525000
2050,250000
3400,681000
3160,625000
4160,448500
2060,260000
2790,538000
2660,385500
5300,428400
5380,346290
4420,587000
4780,355000
4060,650000
4320,340000
3660,565000
4000,630000
2560,227000
4450,600000
3360,540400
4300,569000
5640,735000
2960,434000
2060,578888
4860,465425
4250,280500
3340,539950
2760,406430
8320,1150000
3580,250000
3400,266000
2780,258000
3400,472000
2528,530000
2190,302282
1600,370000
2930,625000
1380,142500
2800,334000
3620,362000
2260,181000
2800,241500
3530,245000
2300,227500
3420,158550
2790,450000
3900,485000
3560,353000
4900,500000
3620,360000
3080,357500
3300,272000
2320,422000
2880,365000
3760,450000
2120,275053
5240,1880000
2590,725000
3340,235000
1640,510000
1640,489950
4020,463000
3980,536000
5980,375000
5080,630000
2780,362000
3990,350000
8040,1690000
2890,255000
2682,269000
4260,370000
2260,270000
3380,265000
2400,487000
6540,835000
6550,850000
2630,575000
1900,335000
2020,318000
2840,510000
2400,242500
3030,750000
6780,439900
3160,710000
6170,2400000
3660,435000
4420,874000
2560,385000
1520,110000
2990,477000
3100,500000
8180,885000
1760,235000
2200,210000
1900,320000
2780,406000
3120,350000
2784,350000
6680,720000
4470,604700
2800,343000
3500,558000
2420,364000
3680,420000
3740,450000
1750,392000
1980,100000
2500,480000
2120,212000
4010,560000
5688,359950
3530,535000
6290,980000
3160,720000
2440,619950
4520,489000
2800,415000
5300,672500
2000,352500
3450,258750
2160,350000
1804,152000
1460,378500
5200,1020000
3140,419000
4846,895000
4070,668500
2940,487000
4590,538000
4130,898000
4040,315000
4200,800000
3020,516130
4640,1600000
7680,1200000
4916,355425
5480,1160000
4040,689000
3040,500000
6160,430000
2680,299500
4180,349950
7140,1420000
5820,998000
1800,329000
3440,575000
5630,529900
5410,1470000
3640,725000
3360,286000
2420,335000
2240,395300
6200,510000
1840,203000
1400,248000
5080,265000
4200,1000000
3080,1000000
2840,241400
2900,309950
2380,294010
3840,345000
3840,625000
5020,660000
3320,559000
7980,866000
4160,770000
2700,259950
4690,352000
10950,2470000
3180,395000
2800,276500
3760,530000
7000,798000
2740,380000
5620,350000
4440,325000
4220,336000
3160,286900
3110,472000
2820,263000
3220,565000
5400,765000
5220,1520000
2490,405000
9140,1100000
6400,555000
3220,305000
3130,289950
5910,487500
1680,96500
1680,185000
2940,150550
4440,339000
3500,675000
2680,615000
5400,837500
1900,250000
3580,583000
3220,499000
4580,550000
4340,400000
4200,990400
4640,600000
2240,325000
3060,265000
5260,1620000
2360,347500
3520,629000
4720,1090000
5140,397500
2540,404500
2500,225000
4120,267000
4810,800000
5800,339000
6200,1850000
2560,525000
7870,1150000
2740,565000
2190,387000
4880,720000
7830,1500000
1820,235000
1820,365000
4300,368250
4300,580000
5800,1100000
4260,215000
5480,648000
6300,705000
2630,465000
4300,650000
3420,335000
4620,640000
4920,638250
7840,1460000
3240,375000
4340,842000
4590,499950
6560,810000
5800,310000
3700,730000
3670,637800
2680,225000
2780,417500
3200,265000
4100,550000
5140,625700
5320,595000
3080,270000
4780,739375
2420,357562
7520,1010000
2700,455000
4410,310000
7360,415000
2680,452000
3520,810000
2850,730001
5210,825000
3460,665000
3300,327500
6740,699950
4400,424000
3600,657000
2700,445000
2580,450000
2360,350000
4160,460000
4810,385000
3760,272000
5020,535000
2120,216500
4260,325000
2640,420200
2080,258000
2300,450000
3540,720168
3460,652000
4680,569500
4500,411000
3180,524950
1900,153000
5560,775000
4780,338500
3890,570000
4560,653000
2640,435000
2260,207000
2240,540000
3820,386000
5200,265000
1790,250000
4530,1700000
5622,455000
8120,1800000
3390,759000
8860,970000
1200,280000
3860,690000
5170,789900
2360,447500
3230,440000
2460,278000
4500,980000
2160,245000
2300,287000
3330,435000
4100,585000
3400,616000
2710,203000
4510,860000
3360,833000
5460,565000
4980,572500
3020,254000
9440,1530000
7620,900000
3900,899000
2600,560000
2790,512500
3220,775000
1400,200000
1690,172000
1820,219900
2120,641200
4360,473000
3450,540000
1500,295000
1600,370000
5830,1730000
2780,275000
1800,89000
2100,175000
4010,490000
2360,342400
2280,345000
1400,399000
3380,550000
3860,652450
3300,438000
3440,605000
3460,395000
3760,449950
4620,651100
1760,241000
10900,3420000
1950,268500
2020,200000
2580,400375
2700,429000
1360,230000
5720,1200000
1220,314200
4540,513000
2350,535000
4580,420000
4220,345950
1800,483500
3880,695000
4700,295000
2650,434975
3620,513000
3800,360000
2500,234900
6560,963000
1740,595000
7140,942500
7560,1030000
2380,350000
4560,416500
2060,209900
4710,802000
3040,230000
7400,489000
3860,497000
3440,250000
4670,925000
3680,390000
4160,415000
3200,785000
4336,575000
1720,170000
3200,750000
2280,230000
6180,855000
2660,235000
2720,335000
5960,1200000
4240,677000
3400,575000
2240,450000
5960,817250
4410,440000
3100,526000
6660,762500
4400,325000
7680,840000
1680,377500
2540,212500
6480,749400
4960,663000
7710,1480000
2840,261000
3700,515000
4400,410000
5520,336000
2180,440000
6180,908950
1640,554000
2745,387000
3620,268643
2540,514000
2120,420000
2100,199000
2020,225000
4100,320000
1940,204995
3080,376000
6000,705000
6380,725995
2970,285000
4400,285000
6140,731000
6550,1560000
4880,510000
1980,620000
8320,1110000
6540,796000
1820,255000
3880,807000
3560,315000
4400,637000
12020,2730000
3290,490000
3060,253000
4640,325900
2310,425000
3400,215000
3400,315000
3230,724800
1600,295000
3150,509007
2920,306000
2580,205000
3100,275000
2960,685000
3310,465000
3280,560000
2500,458500
1980,354000
5480,441000
2370,194000
4300,316500
2980,524950
4800,1050000
5180,925000
4260,780000
2940,241000
3290,519000
1220,286000
4500,400000
1840,255000
2140,152000
6820,599000
3640,330000
2120,461000
6140,620000
4140,352500
2870,435000
5660,725000
1940,300000
3360,252000
3300,464625
2900,340000
4850,1330000
2990,455000
4980,495000
5990,925000
6380,587000
2340,524000
4710,1030000
1840,176000
2280,249900
5040,499500
4770,600000
4080,294000
3560,272000
4480,390000
5590,700000
6220,635000
3510,920000
2760,500000
1500,263500
4480,975000
3740,575000
5366,822000
2980,300000
4680,487600
2550,500000
2900,680000
6620,419000
3040,450000
2520,650000
3680,550000
2820,330000
2900,282510
11230,2390000
2280,230000
4200,750000
4860,321000
7600,2200000
3200,245000
2620,510000
5460,751000
5120,675000
3860,295000
2720,312000
6020,730000
5960,762500
1640,150000
2240,270000
2840,400000
5580,650000
2360,530000
1900,248000
4780,760000
2560,199000
1740,240000
2720,415000
2000,228000
4720,525000
2370,399950
5180,781000
3410,827000
5000,525000
6560,671300
1340,175000
5040,1100000
4500,800000
3840,329950
3920,445000
3140,237000
6210,1110000
5480,438900
6180,1280000
4620,600000
4190,670000
3120,519000
3270,320000
1680,270000
5460,1000000
1720,330000
3830,657500
3080,450000
1780,150000
8580,792500
3900,540000
2020,229900
5660,533000
2500,239000
6740,713900
6320,427500
2220,302000
7660,1150000
5810,555000
4200,495000
4480,495000
1620,340000
4700,464950
3880,320000
2320,440000
3680,686000
3880,555000
1680,361500
5290,1240000
3200,154950
2740,247200
3450,250000
2940,590300
4110,541125
2180,310000
4140,704111
3640,277500
2940,325000
3520,289200
1440,185000
5970,1450000
2740,420550
3920,603000
2620,345000
2760,650000
4290,589950
2920,309950
5240,775000
3560,590000
5670,863500
2380,517500
3380,700000
4670,699000
3790,350000
6320,795000
3450,543000
3140,325000
2040,337500
2600,425000
4220,780000
2420,259000
3840,524400
3260,260000
2768,273000
6760,639900
4960,420000
2540,510500
2020,290000
2480,226000
1640,300000
3620,407450
4590,390000
5110,1060000
6880,610000
3040,239975
3800,375000
5240,742500
4210,450000
3560,300000
3440,216600
3200,525000
4100,455000
5360,390000
2730,450000
3480,382000
2660,287000
3920,460000
2760,435000
2820,575000
2820,626700
2880,352000
1840,650000
2180,197000
4260,340000
3680,560000
2680,354000
5140,670000
6020,769000
3240,650000
3430,650000
3140,289950
3050,300000
2830,471000
5000,639000
1860,287000
6060,740000
2400,499922
5880,675000
6720,738515
3320,445000
4720,1040000
1950,346000
2860,450000
4520,350000
9550,2400000
4760,594950
6640,1700000
2100,219000
4140,450000
3580,402000
1680,275000
1980,421500
7300,560000
3240,314000
2680,287000
3000,277000
2600,337500
6200,792000
5580,435000
4110,313100
2800,575000
3080,510000
1780,299950
4380,1030000
3350,364000
2760,335000
2420,219950
2560,215000
7760,640000
2760,535000
3050,253000
2950,650000
2260,672000
3100,606000
3060,292000
3340,289950
2720,257500
3130,380000
2510,360000
3080,269500
5920,449000
2860,375000
10040,2200000
6960,810000
8520,994000
2900,275000
2580,300000
4260,380000
2340,200000
3080,635000
1760,280000
4760,574000
2660,1050000
3560,545000
2440,271950
4030,630000
2360,400000
4620,334000
2880,332500
2700,525000
5240,408000
7420,846450
2080,411100
5800,409124
1600,335950
3280,480000
2940,280000
5340,668000
5860,750000
1660,394475
4270,848000
5020,675000
2560,175000
3160,560000
4160,538888
